LK,LKNR,11.09.2021,12.09.2021,13.09.2021,14.09.2021,15.09.2021,16.09.2021,17.09.2021,18.09.2021,19.09.2021,20.09.2021,21.09.2021,22.09.2021,23.09.2021,24.09.2021,25.09.2021,26.09.2021,27.09.2021,28.09.2021,29.09.2021,30.09.2021,01.10.2021,02.10.2021,03.10.2021,04.10.2021,05.10.2021,06.10.2021,07.10.2021,08.10.2021,09.10.2021,10.10.2021,11.10.2021,12.10.2021,13.10.2021,14.10.2021,15.10.2021,16.10.2021,17.10.2021,18.10.2021,19.10.2021,20.10.2021,21.10.2021,22.10.2021,23.10.2021,24.10.2021,25.10.2021,26.10.2021,27.10.2021,28.10.2021,29.10.2021,30.10.2021,31.10.2021,01.11.2021,02.11.2021,03.11.2021,04.11.2021,05.11.2021,06.11.2021,07.11.2021,08.11.2021,09.11.2021,10.11.2021,11.11.2021,12.11.2021,13.11.2021,14.11.2021,15.11.2021,16.11.2021,17.11.2021,18.11.2021,19.11.2021,20.11.2021,21.11.2021,22.11.2021,23.11.2021,24.11.2021,25.11.2021,26.11.2021,27.11.2021,28.11.2021,29.11.2021,30.11.2021,01.12.2021,02.12.2021,03.12.2021,04.12.2021,05.12.2021,06.12.2021,07.12.2021,08.12.2021,09.12.2021,10.12.2021,11.12.2021,12.12.2021,13.12.2021,14.12.2021,15.12.2021,16.12.2021,17.12.2021,18.12.2021,19.12.2021,20.12.2021,21.12.2021,22.12.2021,23.12.2021,24.12.2021,25.12.2021,26.12.2021,27.12.2021,28.12.2021,29.12.2021,30.12.2021,31.12.2021,01.01.2022,02.01.2022,03.01.2022,04.01.2022,05.01.2022,06.01.2022,07.01.2022,08.01.2022,09.01.2022,10.01.2022,11.01.2022,12.01.2022,13.01.2022,14.01.2022,15.01.2022,16.01.2022,17.01.2022,18.01.2022,19.01.2022,20.01.2022,21.01.2022,22.01.2022,23.01.2022,24.01.2022,25.01.2022,26.01.2022,27.01.2022,28.01.2022,29.01.2022,30.01.2022,31.01.2022,01.02.2022,02.02.2022,03.02.2022,04.02.2022,05.02.2022,06.02.2022,07.02.2022,08.02.2022,09.02.2022,10.02.2022,11.02.2022,12.02.2022,13.02.2022,14.02.2022,15.02.2022,16.02.2022,17.02.2022,18.02.2022,19.02.2022,20.02.2022,21.02.2022,22.02.2022,23.02.2022,24.02.2022,25.02.2022,26.02.2022,27.02.2022,28.02.2022,01.03.2022,02.03.2022,03.03.2022,04.03.2022,05.03.2022,06.03.2022,07.03.2022,08.03.2022,09.03.2022,10.03.2022,11.03.2022,12.03.2022,13.03.2022,14.03.2022,15.03.2022,16.03.2022,17.03.2022,18.03.2022,19.03.2022,20.03.2022,21.03.2022,22.03.2022,23.03.2022,24.03.2022,25.03.2022,26.03.2022,27.03.2022,28.03.2022
LK Potsdam-Mittelmark,12069,35.3,34.0,37.2,32.1,32.1,28.0,31.7,33.0,32.1,34.0,31.2,37.6,32.6,30.7,28.9,25.7,25.7,22.9,25.2,28.0,27.5,27.1,26.2,26.2,27.1,21.1,22.0,17.9,19.3,19.7,19.3,25.2,33.5,42.2,47.3,45.9,47.3,46.8,49.6,56.0,65.2,77.1,78.0,77.1,88.6,85.3,97.3,106.4,115.2,118.4,128.5,132.1,117.9,83.5,153.7,169.8,187.7,208.3,209.2,223.4,231.7,249.1,253.7,325.8,351.5,381.7,477.6,532.2,585.9,621.2,570.3,552.4,543.2,508.8,543.2,584.1,563.9,554.7,520.3,607.9,563.9,558.4,457.9,515.2,503.8,460.6,405.6,486.8,466.2,458.4,445.0,419.4,418.0,394.6,410.2,424.4,419.8,424.4,448.7,456.1,461.1,425.8,411.6,365.2,355.6,282.2,240.9,219.8,287.2,330.8,362.0,370.3,366.6,365.2,351.5,356.0,364.8,383.1,411.6,490.9,530.4,570.3,506.1,518.0,570.8,592.3,573.1,579.9,570.3,663.4,711.2,852.5,1122.3,1307.2,1341.1,1383.8,1492.5,1499.9,1387.9,1125.5,1079.6,1196.6,1215.9,1341.1,1543.0,1638.9,1812.3,1757.3,1816.4,1848.6,1756.8,1644.8,1721.0,1835.7,1714.6,1875.6,1833.0,1833.9,2129.3,2428.5,2326.2,2141.7,2280.3,2206.9,2054.6,1892.1,1574.6,1463.6,1469.6,1271.8,1271.8,1422.3,1455.8,1137.4,1404.9,1416.4,1271.4,1271.4,1415.9,1391.1,1404.4,1446.6,1439.3,1551.7,1551.2,1575.6,1649.9,1718.7,1716.9,1635.2,1469.6,1469.1,1419.1,1162.6,805.2,772.6,776.8,730.9,729.5
LK Prignitz,12070,35.5,40.7,40.7,40.7,40.7,40.7,38.1,32.9,31.5,31.5,32.9,28.9,30.2,30.2,30.2,31.5,31.5,30.2,39.4,39.4,46.0,40.7,42.1,42.1,42.1,48.6,85.4,89.4,109.1,119.6,119.6,124.8,115.6,93.3,82.8,72.3,63.1,63.1,60.4,71.0,59.1,63.1,64.4,68.3,68.3,71.0,71.0,64.4,63.1,60.4,67.0,67.0,69.6,109.1,130.1,149.8,165.6,163.0,163.0,161.6,187.9,210.3,224.7,257.6,285.2,285.2,279.9,336.4,357.4,375.8,396.9,419.2,417.9,421.8,374.5,390.3,419.2,389.0,389.0,389.0,396.9,440.2,470.5,487.5,513.8,533.5,533.5,536.2,575.6,588.7,571.6,579.5,583.5,583.5,582.2,411.3,700.4,722.8,722.8,746.4,746.4,738.5,671.5,621.6,590.0,529.6,416.6,416.6,410.0,406.1,414.0,445.5,478.3,478.3,478.3,481.0,517.8,544.0,538.8,528.3,587.4,587.4,586.1,540.1,478.3,436.3,477.0,505.9,505.9,504.6,611.1,650.5,709.6,745.1,813.4,813.4,825.3,963.3,1164.3,1311.5,1386.4,1453.4,1453.4,1465.3,1429.8,1533.6,1609.8,1701.8,1810.9,1810.9,1834.5,2146.0,2259.0,2410.1,2456.1,2436.4,2436.4,2471.9,2361.5,2281.3,2149.9,2256.4,2340.5,2340.5,2312.9,2577.0,2571.8,2636.1,2565.2,2203.8,2203.8,2452.2,2273.4,2153.9,2038.2,1951.5,1951.5,1951.5,1939.7,1838.5,1808.2,1729.4,1834.5,1834.5,1834.5,1852.9,1967.3,2056.6,2176.2,2063.2,2063.2,2063.2,2067.1,1990.9,1918.6,1846.4,1772.8,1772.8,1772.8
LK Rastatt,8216,100.0,83.6,97.8,97.8,100.0,98.2,84.9,83.2,83.2,83.2,81.0,73.7,66.4,69.4,64.6,65.1,65.1,64.2,68.1,76.3,75.4,75.4,80.6,80.6,80.1,66.4,60.8,50.8,61.6,55.6,55.6,54.3,72.8,79.7,92.2,90.9,91.8,91.8,100.0,103.4,108.1,116.3,117.6,135.3,135.3,132.3,149.5,174.9,193.0,213.7,230.1,230.1,221.9,181.8,227.5,252.5,269.3,278.3,283.9,288.7,361.1,343.0,358.5,373.6,384.3,391.7,391.7,382.6,383.0,403.7,393.8,467.1,481.3,486.9,529.1,552.8,577.8,631.6,604.1,608.8,589.9,595.9,618.3,611.8,576.1,532.1,549.8,545.9,540.7,521.3,511.9,500.2,492.5,464.0,462.7,438.6,405.9,368.0,356.8,329.6,332.2,326.2,287.0,270.2,264.1,243.9,210.3,208.5,206.0,200.8,209.4,210.7,228.8,241.3,240.4,244.7,293.0,301.2,313.2,268.9,330.0,333.9,326.6,402.9,463.6,537.3,631.6,673.9,685.9,683.4,744.1,792.4,874.7,996.6,1054.3,1061.2,1079.7,846.2,1275.8,1330.9,1384.4,1481.3,1499.4,1494.7,1586.4,1617.5,1653.2,1727.3,1752.8,1746.7,1692.9,1636.0,1576.1,1506.3,1474.0,1525.7,1582.1,1557.6,1570.9,1592.0,1608.0,1616.2,1502.0,1452.0,1397.7,1420.1,1399.9,1430.5,1412.4,1382.2,1349.0,1276.7,1206.4,1232.7,1274.9,1335.3,1390.8,1458.0,1456.8,1614.0,1624.4,1716.1,1945.8,2128.9,2109.5,2142.7,2084.1,2167.7,2299.5,2336.6,2175.0,2201.7,2248.7,2468.0,2462.4,2356.8,2099.2,1894.5,1864.8
LK Ravensburg,8436,97.6,81.5,103.9,100.4,118.9,112.3,107.0,90.6,79.1,79.1,72.1,60.2,58.8,54.9,53.2,53.5,56.7,54.2,57.4,62.3,66.5,61.2,64.4,61.2,58.1,50.7,45.5,46.2,48.3,51.4,51.1,49.3,61.9,59.1,65.1,72.8,75.9,78.4,78.7,80.1,69.3,108.1,112.3,125.2,132.2,125.9,151.1,178.7,181.5,204.3,228.4,239.3,238.2,198.0,221.4,252.9,275.6,293.5,290.7,296.6,380.9,361.0,386.9,420.4,469.1,495.3,493.5,467.3,518.4,526.1,517.7,512.4,549.9,545.0,584.1,606.2,607.9,617.7,639.4,628.2,591.8,567.0,586.9,591.1,577.8,561.4,588.7,561.8,547.8,533.1,505.4,482.7,498.1,457.2,418.3,420.1,389.0,385.8,374.6,349.1,340.0,338.6,312.0,289.3,267.2,258.1,221.8,202.9,217.6,211.6,207.4,218.6,235.4,251.5,249.0,237.2,262.3,290.7,307.5,300.5,350.8,376.4,386.2,453.0,446.0,548.8,592.5,611.1,609.0,596.0,616.0,709.7,746.8,845.4,885.7,945.5,980.5,990.6,1063.4,1045.9,1180.2,1226.0,1209.9,1268.0,1209.6,1183.7,1221.5,1261.0,1200.5,1213.4,1186.1,1319.4,1468.4,1593.3,1816.1,1929.1,2026.3,2187.9,2283.8,2358.3,2261.7,2140.3,2184.4,2153.3,2050.5,1911.6,1756.6,1802.1,1905.6,1856.3,1859.1,1667.4,1634.9,1800.0,1759.8,1853.9,1889.6,1937.1,2023.5,2100.1,2076.7,2035.8,2014.1,2057.8,2015.5,2086.5,2132.0,2126.7,2149.1,2268.7,2385.2,2381.0,2374.7,2389.4,2390.8,2360.4,2180.9,1893.7,1721.0
LK Recklinghausen,5562,89.0,91.4,89.6,82.1,82.1,73.2,73.8,76.1,69.8,68.9,66.8,68.6,74.6,64.0,61.8,62.4,62.4,62.7,59.0,55.2,61.9,57.5,57.4,55.2,54.9,55.4,61.4,57.4,61.6,60.8,61.1,60.6,58.8,51.2,54.6,57.4,60.5,59.6,59.6,64.7,74.3,80.3,75.5,63.6,81.5,82.6,83.8,93.7,102.0,112.6,105.3,106.4,112.9,102.2,91.9,104.1,115.4,128.7,127.3,125.2,138.0,143.7,132.2,124.0,118.0,126.5,132.0,136.1,139.8,148.5,164.6,163.5,169.2,196.2,200.9,224.7,237.6,234.5,243.8,248.0,210.6,229.1,210.1,207.6,208.6,207.1,210.4,235.0,247.2,244.6,247.6,233.5,228.3,223.8,218.7,222.5,240.4,231.7,228.5,234.4,238.9,224.1,203.9,193.9,182.7,179.3,172.9,159.2,146.5,138.9,144.4,154.0,156.3,149.1,157.9,166.1,178.8,164.1,182.9,189.5,209.7,223.3,229.3,259.9,263.4,244.5,252.9,238.3,217.2,203.1,213.2,229.3,273.1,382.2,403.4,420.3,453.4,546.3,599.3,568.8,551.2,582.5,554.6,642.6,617.0,606.7,685.3,627.3,655.2,689.4,653.7,591.1,833.4,1112.5,1406.0,1614.9,1706.7,1671.6,1702.3,1642.3,1502.1,1424.5,1317.5,1283.1,1305.6,1363.3,1357.1,1283.4,1253.3,1276.4,1229.5,1101.2,1062.7,933.8,918.2,897.2,729.6,648.6,881.7,869.9,947.2,953.7,1025.4,1068.1,1055.7,1075.1,1105.9,1171.8,1230.4,1244.3,1245.1,1250.2,1250.3,1298.6,1274.6,1271.8,1252.9,1278.2,1268.7
LK Regen,9276,18.1,22.0,22.0,20.7,24.6,45.3,58.2,60.8,56.9,77.6,78.9,97.0,95.7,103.5,102.2,103.5,104.8,103.5,99.6,99.6,119.0,121.6,130.6,131.9,135.8,142.3,121.6,152.6,150.0,144.9,147.5,131.9,143.6,131.9,126.8,134.5,143.6,146.2,142.3,141.0,181.1,201.8,238.0,245.8,241.9,266.4,310.4,347.9,423.0,443.7,507.0,547.1,542.0,496.7,530.3,479.9,561.4,601.5,701.0,706.2,867.9,884.7,900.2,855.0,796.8,847.2,842.0,834.3,875.7,867.9,896.4,927.4,1028.3,1065.8,993.4,1042.5,1014.1,1059.3,858.8,952.0,896.4,891.2,871.8,829.1,761.8,729.5,726.9,708.8,672.6,666.1,628.6,646.7,620.9,571.7,530.3,442.4,466.9,465.6,424.2,398.4,391.9,371.2,310.4,373.8,340.2,300.1,257.4,283.3,245.8,181.1,214.7,156.5,120.3,153.9,125.5,152.6,159.1,175.9,192.7,182.4,191.4,212.1,218.6,243.2,283.3,278.1,327.2,395.8,451.4,432.0,442.4,478.6,512.2,522.6,570.4,610.5,627.3,552.3,770.9,816.2,992.1,1076.1,1065.8,1059.3,1142.1,1033.5,1530.1,1559.9,1721.6,1779.8,1819.9,2126.4,2259.6,2465.3,2584.3,2681.3,2705.9,2694.2,2586.9,2787.4,2782.2,2959.4,2977.5,3061.6,3033.1,2950.3,2912.8,2602.4,2557.1,2632.2,2771.8,2743.4,2692.9,2633.5,2811.9,2769.3,2253.2,2583.0,2583.0,2822.3,2808.1,2985.3,2884.4,2928.4,3035.7,3026.7,2810.7,2766.7,2621.8,2804.2,2634.7,2628.3,2546.8,2552.0,2452.4,2532.6,2373.5,2348.9,2178.2
LK Regensburg,9375,72.6,68.5,66.4,58.2,62.3,62.8,66.4,66.9,64.9,59.2,66.9,56.6,57.7,49.9,56.1,53.0,47.9,34.0,48.9,60.7,49.4,63.3,64.3,69.5,71.0,62.3,51.0,43.2,62.3,62.8,87.5,81.3,98.3,106.5,135.9,141.6,150.3,162.1,166.8,197.1,210.5,236.3,252.7,282.6,275.9,276.4,262.5,281.6,267.1,251.7,238.3,243.5,250.7,224.9,214.1,277.4,325.3,306.3,333.5,374.2,394.3,459.7,453.0,491.1,523.5,462.2,530.2,561.1,554.4,492.1,535.3,560.5,545.1,503.4,509.1,487.5,536.4,517.8,513.2,513.2,500.3,502.9,508.0,458.6,454.0,418.5,425.2,431.3,425.2,410.8,388.1,385.0,371.6,345.4,336.6,302.1,303.7,300.6,287.7,284.6,274.4,271.8,284.6,256.9,232.1,223.4,200.2,192.0,192.5,156.0,200.7,204.9,182.7,177.1,212.6,215.2,209.5,225.5,233.7,264.1,263.5,287.7,314.5,373.7,410.8,366.0,309.9,524.5,529.7,566.7,539.4,600.7,522.5,670.7,729.4,792.7,904.9,1031.0,1064.5,1046.5,1070.6,1091.8,1160.7,1090.7,1085.1,1086.6,1068.1,1198.3,1074.3,1010.9,1008.9,928.6,896.7,935.3,928.6,949.2,882.8,971.8,1160.2,1212.7,1236.9,1253.4,1071.2,858.6,692.8,952.3,4340.2,3522.3,3670.6,3464.2,3272.7,3030.2,2553.6,2696.7,2348.2,2205.1,2202.0,2489.3,2636.5,2177.3,1961.1,2189.7,2316.3,2376.5,2386.8,2153.1,2441.9,2729.1,2720.4,2831.6,2914.4,2829.0,2914.9,2495.9,2783.2,2702.4,2400.7,2230.9,2190.2
LK Rems-Murr-Kreis,8119,92.0,80.0,106.3,105.1,113.0,118.2,113.5,103.9,111.4,109.8,110.9,100.9,96.0,103.7,96.0,100.9,105.1,98.8,106.7,102.5,97.8,98.1,89.2,102.3,99.2,93.4,96.4,98.1,92.7,106.5,100.9,102.7,110.2,117.7,119.8,134.3,132.7,134.1,127.3,138.3,111.6,158.0,156.8,165.7,179.0,181.8,192.6,188.2,204.3,215.8,194.7,227.2,221.9,195.9,209.7,243.4,255.1,267.5,285.1,295.4,355.0,372.4,385.9,388.3,432.0,433.4,413.3,424.5,444.2,439.3,436.5,465.3,456.1,454.3,457.5,464.8,495.5,490.1,502.0,506.0,499.2,502.5,510.9,489.4,513.9,542.0,543.4,556.8,532.7,549.3,526.6,480.0,463.6,465.7,431.1,411.7,392.9,379.4,348.5,329.1,345.2,332.1,327.9,290.7,273.8,260.2,224.4,217.9,210.9,193.5,199.4,205.0,217.0,215.3,212.3,208.5,220.5,254.6,242.2,211.6,253.2,268.9,320.2,371.2,403.5,518.9,560.0,578.5,570.8,603.1,651.8,702.3,763.9,805.5,809.8,873.9,940.6,995.8,1076.6,1171.6,1172.3,1253.5,1257.5,1324.2,1291.9,1414.7,1460.4,1435.1,1502.3,1533.9,1414.3,1373.3,1281.1,1279.9,1160.3,1352.7,1355.3,1391.3,1351.1,1318.3,1323.9,1336.1,1304.7,1363.5,1339.4,1448.0,1480.7,1475.4,1349.0,1434.9,1375.7,1394.1,1290.7,1199.7,1238.0,1250.5,1246.9,1257.9,1308.7,1382.7,1470.4,1370.7,1424.8,1527.5,1499.5,1542.8,1558.7,1583.0,1606.9,1599.6,1613.4,1659.5,1673.6,1680.6,1702.8,1715.7,1756.9,1611.3,1473.5
LK Rendsburg-Eckernfoerde,1058,41.5,40.0,40.0,39.3,43.3,41.1,48.0,42.9,43.7,43.7,41.9,38.2,36.8,34.2,33.1,34.2,34.2,33.8,41.1,34.6,28.8,26.9,24.4,24.4,25.5,18.9,18.6,19.3,19.7,17.8,17.8,17.8,14.2,19.3,21.5,21.5,24.4,24.4,30.6,42.9,47.7,50.6,55.0,57.1,57.1,55.0,55.3,51.3,54.2,57.9,58.2,58.2,58.2,57.1,55.7,56.8,55.0,59.7,59.7,56.0,66.2,77.5,78.6,87.7,87.7,87.7,91.4,93.2,88.8,89.2,89.2,91.4,91.4,89.9,86.3,89.2,85.5,87.0,92.1,92.1,91.7,99.0,105.5,112.8,109.5,109.2,109.2,112.1,120.8,126.7,135.0,135.8,149.2,149.2,151.0,156.9,152.9,157.6,163.8,160.5,160.5,158.3,136.5,131.4,127.7,122.3,110.6,117.6,113.6,122.7,159.8,212.5,195.8,196.5,190.0,346.1,501.2,578.7,639.8,583.0,574.7,545.6,557.6,575.4,555.4,554.3,563.8,591.8,642.7,606.3,630.0,654.4,653.3,676.9,700.2,704.2,727.9,579.4,727.9,739.2,737.7,723.2,717.3,686.8,669.3,703.5,718.8,713.3,721.3,701.7,704.6,710.1,702.4,696.2,702.8,693.0,701.0,707.5,764.7,728.3,733.7,748.6,776.7,785.8,799.6,824.0,879.3,901.1,921.5,858.9,817.4,976.5,949.5,968.5,995.4,998.7,1008.5,1020.1,1091.8,1179.6,1276.4,1370.3,1475.8,1639.9,1825.2,1716.7,1852.1,1903.4,2024.3,2055.9,2054.8,2061.8,2112.4,2080.3,2059.2,2016.3,1992.6,2001.3,1919.5
LK Reutlingen,8415,91.1,71.0,96.3,90.4,88.3,96.3,104.3,105.0,99.8,99.5,83.1,83.1,77.2,75.5,73.4,78.6,80.0,66.8,68.5,77.6,76.2,76.5,81.4,84.5,77.6,69.9,70.3,73.0,77.2,81.0,83.1,75.8,99.8,102.6,112.0,124.2,135.3,136.3,114.4,139.8,119.0,163.8,167.3,177.4,197.9,186.1,176.0,197.6,192.0,189.9,205.2,226.8,225.7,173.2,178.4,202.8,230.3,250.4,294.6,322.8,334.3,308.2,303.7,319.3,347.1,355.1,316.2,356.9,354.1,349.2,264.4,385.4,405.6,435.1,390.3,362.4,340.9,352.4,339.1,391.3,459.8,435.5,473.7,471.0,500.2,506.4,498.8,504.0,512.4,495.7,480.0,468.2,480.4,460.9,419.5,356.5,320.4,313.7,298.1,290.4,281.7,269.2,278.6,280.4,276.9,267.1,239.7,222.6,211.1,199.3,203.8,187.5,214.6,211.5,216.7,206.3,213.9,239.0,220.5,241.7,292.5,288.0,302.3,348.5,324.5,475.5,541.2,561.7,565.6,565.9,536.0,731.1,721.4,900.5,819.8,1062.3,1100.2,1071.3,1102.3,1083.1,1035.8,1133.9,1238.6,1200.0,1179.1,1244.2,1181.2,1227.5,1243.1,1294.6,1411.5,1563.1,1568.0,1560.7,1555.8,1663.7,1616.7,1610.5,1570.8,1624.4,1595.8,1452.5,1498.8,1489.1,1458.5,1376.4,1365.6,1296.4,1259.5,1155.1,1263.3,1207.7,1146.8,1179.5,1114.8,1204.5,1289.8,1319.3,1355.1,1445.2,1507.8,1492.9,1323.8,1569.4,1636.2,1701.2,1451.5,1359.7,1258.4,1301.2,1509.6,1338.8,1437.2,1504.7,1542.3,1352.4,1359.0,1107.1,978.8
LK Rhein-Erft-Kreis,5362,77.3,64.9,75.4,86.2,79.0,72.8,67.7,60.9,61.8,59.8,53.4,57.5,60.3,59.0,64.1,64.9,60.0,64.7,58.1,63.0,61.1,52.0,55.2,49.0,54.7,54.5,51.1,50.9,50.7,52.2,51.3,54.5,51.1,52.6,50.5,53.0,44.3,39.8,50.7,52.6,56.0,59.2,65.6,71.5,66.7,70.5,74.7,83.0,91.8,99.4,105.0,121.0,106.3,102.6,104.3,110.9,114.6,114.1,114.6,130.5,142.2,150.3,151.8,153.5,149.1,167.4,166.9,175.5,200.6,204.2,206.8,221.0,279.4,300.5,305.1,313.5,306.2,291.3,286.2,294.9,304.9,298.3,285.1,277.3,288.5,308.6,306.6,308.1,302.8,308.3,280.7,280.0,262.8,280.2,264.5,243.8,229.8,242.3,205.5,195.3,205.5,188.5,177.4,180.8,177.6,165.2,140.5,142.2,164.4,155.0,169.9,157.2,164.0,151.0,187.2,224.2,222.1,270.0,287.9,296.0,308.6,359.7,378.6,360.3,399.1,469.1,488.3,506.4,545.1,599.9,613.3,692.1,783.0,818.3,788.1,848.1,905.9,936.1,962.9,1015.5,1049.4,1039.4,1102.6,1322.6,1304.5,1438.2,1609.2,1591.5,1504.9,1581.7,1582.6,1584.7,1554.3,1468.0,1319.6,1130.7,974.4,1060.9,1100.7,1218.2,1273.4,1197.8,1025.3,1248.9,1124.8,1041.3,1066.0,1053.0,1020.4,1011.0,947.0,784.1,925.7,1010.8,1134.3,1322.4,1222.9,1467.4,1804.9,1992.5,2116.6,1975.3,1872.8,1677.6,1893.5,1999.3,1891.4,1915.0,1881.8,1818.1,1524.2,1706.9,1666.5,1548.1,1528.3,1465.3,1494.0,1476.8,1380.7
LK Rhein-Hunsrueck-Kreis,7140,65.8,64.8,73.5,70.6,45.5,68.7,74.5,65.8,64.8,73.5,68.7,65.8,73.5,78.3,81.2,82.2,89.0,86.1,67.7,64.8,61.9,61.9,64.8,75.4,71.6,65.8,62.9,66.7,70.6,65.8,74.5,71.6,73.5,67.7,57.1,49.3,38.7,40.6,39.7,24.2,33.8,51.3,63.8,66.7,79.3,79.3,89.0,108.3,124.8,120.9,112.2,133.5,132.5,113.2,106.4,138.3,143.1,148.9,170.2,170.2,188.6,190.5,184.7,186.7,182.8,213.7,201.2,175.0,194.4,201.2,227.3,223.4,266.0,258.2,275.6,293.0,311.4,313.3,293.0,318.2,303.7,277.6,282.4,320.1,314.3,301.7,325.9,304.6,272.7,297.9,273.7,276.6,289.2,333.7,315.3,263.1,233.1,253.4,251.4,231.1,224.4,212.8,177.9,152.8,155.7,148.0,133.5,133.5,119.0,97.7,90.9,84.1,89.0,103.5,104.4,99.6,148.0,164.4,176.0,195.4,222.4,234.0,219.5,244.7,289.2,326.9,381.0,376.2,429.4,449.7,444.9,484.5,595.7,680.8,675.0,741.8,796.9,781.4,828.8,787.2,830.7,765.0,913.9,881.0,813.3,758.2,773.7,814.3,838.5,908.1,873.3,922.6,952.6,995.2,1070.6,1100.6,1123.8,1098.6,1160.5,1226.3,1143.1,1137.3,1183.7,1248.5,1195.3,1075.4,929.4,948.7,892.6,791.1,882.0,788.2,915.9,1019.3,1123.8,1198.2,1321.1,1388.8,1567.7,1432.3,1382.0,1328.8,1276.6,1311.4,1438.1,1277.6,1146.0,1166.3,1189.5,1118.0,977.7,1050.3,1038.7,1148.9,1161.5,1198.2,1212.8,1278.5,1349.1
LK Rhein-Kreis Neuss,5162,111.3,92.5,89.8,96.9,89.8,78.1,68.8,65.5,63.5,71.9,63.3,58.2,65.0,62.2,59.3,54.9,52.0,54.9,54.9,54.2,58.0,53.8,54.9,55.8,50.9,50.0,45.4,43.6,46.2,47.3,50.4,47.3,42.5,44.0,34.1,29.9,27.9,36.9,36.9,42.0,44.2,53.8,55.5,62.8,66.2,65.7,67.7,83.4,93.6,95.8,98.7,103.1,101.5,104.6,87.6,83.4,93.6,88.9,105.5,123.7,127.2,123.2,152.2,167.0,154.2,143.8,173.7,173.0,192.7,178.1,174.8,194.5,199.6,208.8,221.2,234.3,238.1,241.6,240.0,254.4,283.2,287.8,259.3,273.2,285.4,250.9,245.4,250.7,243.1,249.8,243.4,219.7,226.1,225.0,231.6,214.8,187.6,181.6,187.6,167.7,144.7,150.4,156.4,170.6,168.8,168.4,159.7,175.0,156.9,134.3,134.3,134.3,128.5,116.6,107.7,138.3,176.5,183.0,176.3,194.0,197.6,200.2,184.1,220.6,218.4,258.4,283.8,302.0,336.3,272.1,457.5,524.6,551.5,526.3,505.8,508.2,523.2,549.8,602.9,678.3,776.3,817.3,897.6,968.8,960.2,938.9,896.2,884.5,836.5,844.5,947.6,1172.1,1413.9,1619.0,1806.9,1773.2,1788.5,1822.3,1783.2,1643.1,1549.1,1471.9,1490.5,1516.1,1429.9,1455.3,1518.8,1514.6,1527.9,1431.2,1427.9,1273.9,1113.5,975.2,859.5,897.6,776.5,873.4,1054.9,1172.6,1299.1,1389.2,1369.2,1396.2,1409.7,1525.0,1509.5,1504.2,1519.2,1458.0,1425.9,1321.9,1213.1,1207.3,1229.2,1178.5,1330.5,1332.5,1513.7
LK Rhein-Lahn-Kreis,7141,73.4,73.4,73.4,66.9,69.3,53.8,51.4,54.7,54.7,54.7,51.4,38.3,43.2,39.2,41.6,41.6,41.6,39.2,40.0,39.2,45.7,49.0,49.0,49.0,49.0,50.6,49.8,49.0,46.5,46.5,46.5,40.0,43.2,28.6,26.1,28.6,28.6,28.6,21.2,23.7,32.6,44.1,51.4,51.4,51.4,56.3,61.2,78.3,84.8,87.3,87.3,87.3,75.1,62.0,65.3,66.9,69.3,69.3,69.3,80.8,84.0,93.0,95.5,110.1,111.0,111.0,106.9,111.0,128.1,137.9,155.0,170.5,170.5,168.1,186.8,191.7,221.9,241.5,245.6,245.6,208.0,226.8,208.9,193.4,213.7,218.6,218.6,195.8,217.8,247.2,242.3,239.9,240.7,240.7,223.5,205.6,186.8,168.1,163.2,163.2,163.2,132.2,137.1,133.0,131.3,125.6,126.5,126.5,105.2,99.5,112.6,141.1,148.5,161.5,161.5,165.6,188.5,210.5,211.3,252.1,254.5,254.5,239.9,271.7,294.5,325.5,357.3,377.7,377.7,374.5,428.3,477.3,526.2,641.2,641.2,641.2,598.0,716.3,787.3,816.6,907.2,908.8,908.8,864.8,1007.6,1075.3,1081.8,1168.3,1168.3,1168.3,1079.3,1095.7,1112.8,1140.5,1268.6,1271.1,1271.1,1158.5,1266.2,1174.0,1116.9,1169.1,1168.3,1168.3,1034.5,986.3,836.2,835.4,830.5,829.7,896.6,668.2,863.2,917.0,922.7,1063.0,1063.0,1063.8,1057.3,1272.7,1359.2,1491.3,1575.4,1578.6,1578.6,1429.3,1452.2,1459.5,1644.7,1789.1,1790.8,1790.8,1488.9,1694.5,1666.7,1648.8,1858.5,1859.3,1859.3
